id,type
id,text
parcel_id,text
inactive,bool
name,text
rentable,bool
type,text
primary_user,text
address_number,text
street,text
zip,text
image,text
neighborhood,text
council_district,text
ward,text
tract,text
public_works_division,text
pli_division,text
police_zone,text
fire_zone,text
latitude,float
longitude,float
